Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2018,San Juan,WA,Truck,0,0,0,5999,5999,0.00
December 31 2018,Madison,ID,Passenger,1,0,1,35,36,2.78
November 30 2018,Adams,WA,Passenger,5,5,10,13147,13157,0.08
November 30 2018,Pend Oreille,WA,Passenger,6,5,11,9920,9931,0.11
November 30 2018,Sangamon,IL,Passenger,1,0,1,8,9,11.11
November 30 2018,Pend Oreille,WA,Truck,0,0,0,6000,6000,0.00
November 30 2018,Asotin,WA,Passenger,13,10,23,13007,13030,0.18
January 31 2019,Ada,ID,Passenger,0,2,2,293,295,0.68
January 31 2019,Alameda,CA,Passenger,0,2,2,307,309,0.65
November 30 2018,Shelby,TN,Passenger,0,1,1,109,110,0.91
December 31 2018,Bucks,PA,Passenger,1,0,1,17,18,5.56
November 30 2018,Valencia,NM,Passenger,1,0,1,7,8,12.50
November 30 2018,Shasta,CA,Passenger,1,0,1,45,46,2.17
November 30 2018,Spokane,WA,Truck,1,0,1,97003,97004,0.00
November 30 2018,Walla Walla,WA,Truck,0,0,0,13998,13998,0.00
January 31 2019,Bexar,TX,Passenger,3,4,7,685,692,1.01
November 30 2018,Snohomish,WA,Passenger,2943,1514,4457,535996,540453,0.82
November 30 2018,Riley,KS,Passenger,1,0,1,79,80,1.25
November 30 2018,Stevens,WA,Passenger,18,30,48,32721,32769,0.15
November 30 2018,Thurston,WA,Passenger,793,601,1394,198779,200173,0.70
November 30 2018,Stevens,WA,Truck,0,0,0,19537,19537,0.00
November 30 2018,Ventura,CA,Passenger,0,2,2,323,325,0.62
November 30 2018,Santa Rosa,FL,Passenger,1,0,1,82,83,1.20
November 30 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
November 30 2018,Chelan,WA,Truck,0,0,0,22761,22761,0.00
November 30 2018,Travis,TX,Passenger,0,1,1,184,185,0.54
November 30 2018,Skamania,WA,Passenger,20,14,34,8986,9020,0.38
December 31 2018,Cowlitz,WA,Truck,0,0,0,29586,29586,0.00
November 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
November 30 2018,Cochise,AZ,Passenger,0,1,1,126,127,0.79
November 30 2018,Columbia,WA,Truck,0,0,0,1587,1587,0.00
January 31 2019,Cowlitz,WA,Truck,0,0,0,29583,29583,0.00
December 31 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
December 31 2018,Douglas,WA,Passenger,51,33,84,28604,28688,0.29
December 31 2018,Pacific,WA,Truck,0,0,0,7829,7829,0.00
December 31 2018,Palm Beach,FL,Passenger,0,1,1,82,83,1.20
November 30 2018,Washington,OR,Passenger,0,1,1,444,445,0.22
December 31 2018,Pinal,AZ,Passenger,2,0,2,170,172,1.16
December 31 2018,Alexandria City,VA,Passenger,2,0,2,162,164,1.22
December 31 2018,Bryan,GA,Passenger,1,0,1,57,58,1.72
December 31 2018,Fairfax,VA,Passenger,4,3,7,797,804,0.87
November 30 2018,Wahkiakum,WA,Passenger,2,2,4,3032,3036,0.13
January 31 2019,District Of Columbia,DC,Passenger,1,4,5,205,210,2.38
November 30 2018,Walla Walla,WA,Passenger,39,53,92,36814,36906,0.25
November 30 2018,Denver,CO,Passenger,1,0,1,121,122,0.82
January 31 2019,Duval,FL,Passenger,1,1,2,375,377,0.53
November 30 2018,Yakima,WA,Truck,0,0,0,61215,61215,0.00
December 31 2018,Benton,WA,Passenger,242,244,486,135493,135979,0.36
November 30 2018,Deschutes,OR,Passenger,2,0,2,152,154,1.30
December 31 2018,Ferry,WA,Passenger,3,2,5,4579,4584,0.11
November 30 2018,Whatcom,WA,Passenger,782,372,1154,151688,152842,0.76
January 31 2019,El Paso,TX,Passenger,2,0,2,512,514,0.39
December 31 2018,Brevard,FL,Passenger,0,1,1,85,86,1.16
December 31 2018,Ada,ID,Passenger,0,2,2,296,298,0.67
December 31 2018,Franklin,WA,Passenger,52,68,120,60425,60545,0.20
January 31 2019,Flathead,MT,Passenger,1,0,1,52,53,1.89
November 30 2018,El Paso,CO,Passenger,1,1,2,750,752,0.27
December 31 2018,Grant,WA,Truck,0,0,0,27336,27336,0.00
December 31 2018,Grays Harbor,WA,Truck,0,0,0,20976,20976,0.00
January 31 2019,Franklin,WA,Passenger,56,69,125,60629,60754,0.21
December 31 2018,Clackamas,OR,Passenger,0,1,1,202,203,0.49
December 31 2018,Clark,WA,Passenger,1352,880,2232,317342,319574,0.70
December 31 2018,Clallam,WA,Passenger,159,131,290,51298,51588,0.56
December 31 2018,Bexar,TX,Passenger,3,4,7,691,698,1.00
January 31 2019,Fulton,GA,Passenger,1,2,3,97,100,3.00
November 30 2018,Franklin,WA,Passenger,45,66,111,60239,60350,0.18
January 31 2019,Garfield,WA,Passenger,1,1,2,1362,1364,0.15
December 31 2018,Cochise,AZ,Passenger,0,1,1,125,126,0.79
November 30 2018,Fresno,CA,Passenger,1,0,1,186,187,0.53
December 31 2018,Skamania,WA,Passenger,18,13,31,8991,9022,0.34
January 31 2019,Grant,WA,Truck,0,0,0,27399,27399,0.00
December 31 2018,Island,WA,Passenger,291,236,527,64339,64866,0.81
January 31 2019,Grays Harbor,WA,Truck,0,0,0,20933,20933,0.00
December 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
December 31 2018,Dakota,MN,Passenger,0,1,1,30,31,3.23
December 31 2018,Chelan,WA,Passenger,141,62,203,55423,55626,0.36
December 31 2018,Travis,TX,Passenger,1,1,2,182,184,1.09
December 31 2018,El Paso,CO,Passenger,1,1,2,750,752,0.27
December 31 2018,Chelan,WA,Truck,0,0,0,22730,22730,0.00
December 31 2018,Valencia,NM,Passenger,1,0,1,7,8,12.50
December 31 2018,King,WA,Truck,7,1,8,187794,187802,0.00
December 31 2018,Kittitas,WA,Passenger,70,36,106,30070,30176,0.35
December 31 2018,Wahkiakum,WA,Passenger,2,2,4,3028,3032,0.13
December 31 2018,Duval,FL,Passenger,1,1,2,374,376,0.53
December 31 2018,Clark,WA,Truck,0,0,0,82209,82209,0.00
December 31 2018,Columbia,WA,Passenger,2,2,4,2483,2487,0.16
December 31 2018,Lane,OR,Passenger,0,1,1,170,171,0.58
December 31 2018,Clay,FL,Passenger,0,1,1,86,87,1.15
December 31 2018,Fresno,CA,Passenger,1,0,1,187,188,0.53
December 31 2018,Columbia,WA,Truck,0,0,0,1588,1588,0.00
December 31 2018,Lewis,WA,Truck,0,0,0,26516,26516,0.00
December 31 2018,Garfield,OK,Passenger,1,0,1,14,15,6.67
December 31 2018,Lincoln,WA,Truck,0,0,0,4783,4783,0.00
December 31 2018,Garfield,WA,Truck,0,0,0,995,995,0.00
January 31 2019,Kent,MI,Passenger,0,1,1,21,22,4.55
December 31 2018,Ferry,WA,Truck,0,0,0,3774,3774,0.00
December 31 2018,Whatcom,WA,Passenger,811,388,1199,151986,153185,0.78
January 31 2019,King,WA,Truck,7,1,8,187524,187532,0.00
December 31 2018,Deschutes,OR,Passenger,2,0,2,154,156,1.28
November 30 2018,King,WA,Truck,7,1,8,187843,187851,0.00
December 31 2018,Goochland,VA,Passenger,0,1,1,199,200,0.50
December 31 2018,Douglas,OR,Passenger,1,0,1,49,50,2.00
December 31 2018,Cowlitz,WA,Passenger,85,108,193,73805,73998,0.26
December 31 2018,Maricopa,AZ,Passenger,4,2,6,1385,1391,0.43
December 31 2018,Dupage,IL,Passenger,1,0,1,55,56,1.79
January 31 2019,Lewis,WA,Truck,0,0,0,26563,26563,0.00
December 31 2018,Marion,OR,Passenger,1,0,1,107,108,0.93
December 31 2018,Denver,CO,Passenger,1,0,1,119,120,0.83
December 31 2018,Jefferson,WA,Passenger,181,115,296,25296,25592,1.16
November 30 2018,Lewis,WA,Passenger,96,78,174,59486,59660,0.29
January 31 2019,Brevard,FL,Passenger,0,1,1,81,82,1.22
December 31 2018,Douglas,WA,Truck,0,0,0,12512,12512,0.00
December 31 2018,Montgomery,PA,Passenger,2,0,2,24,26,7.69
November 30 2018,Lewis,WA,Truck,0,0,0,26509,26509,0.00
December 31 2018,El Paso,TX,Passenger,1,0,1,509,510,0.20
December 31 2018,Nassau,NY,Passenger,2,0,2,31,33,6.06
January 31 2019,Maui,HI,Passenger,1,0,1,49,50,2.00
January 31 2019,Bryan,GA,Passenger,1,0,1,58,59,1.69
December 31 2018,New Castle,DE,Passenger,1,0,1,24,25,4.00
December 31 2018,Klickitat,WA,Passenger,32,33,65,15807,15872,0.41
December 31 2018,Jefferson,CO,Passenger,0,2,2,66,68,2.94
December 31 2018,Hennepin,MN,Passenger,2,0,2,98,100,2.00
December 31 2018,Fulton,GA,Passenger,1,2,3,97,100,3.00
November 30 2018,Manassas City,VA,Passenger,0,1,1,8,9,11.11
January 31 2019,Montgomery,PA,Passenger,2,0,2,24,26,7.69
November 30 2018,Manatee,FL,Passenger,1,0,1,33,34,2.94
January 31 2019,Montgomery,TX,Passenger,1,0,1,49,50,2.00
January 31 2019,Chelan,WA,Truck,0,0,0,22793,22793,0.00
December 31 2018,Pend Oreille,WA,Truck,0,0,0,5996,5996,0.00
December 31 2018,Lincoln,WA,Passenger,4,6,10,8010,8020,0.12
December 31 2018,Jackson,OK,Passenger,1,0,1,43,44,2.27
December 31 2018,Grant,WA,Passenger,35,57,92,65989,66081,0.14
December 31 2018,Kitsap,WA,Passenger,1023,565,1588,183061,184649,0.86
January 31 2019,Clackamas,OR,Passenger,0,1,1,199,200,0.50
December 31 2018,Grays Harbor,WA,Passenger,73,77,150,48415,48565,0.31
December 31 2018,Jefferson,WA,Truck,0,0,0,9853,9853,0.00
January 31 2019,Cochise,AZ,Passenger,0,1,1,124,125,0.80
December 31 2018,Mecklenburg,NC,Passenger,1,0,1,77,78,1.28
November 30 2018,Montgomery,PA,Passenger,2,0,2,24,26,7.69
November 30 2018,Montgomery,TX,Passenger,1,0,1,51,52,1.92
December 31 2018,Juneau,AK,Passenger,0,1,1,41,42,2.38
November 30 2018,Multnomah,OR,Passenger,3,5,8,747,755,1.06
December 31 2018,Hardin,KY,Passenger,0,1,1,108,109,0.92
December 31 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
November 30 2018,Okanogan,WA,Passenger,2,6,8,6340,6348,0.13
November 30 2018,Oldham,KY,Passenger,0,1,1,4,5,20.00
December 31 2018,Okanogan,WA,Passenger,2,6,8,6312,6320,0.13
January 31 2019,Denver,CO,Passenger,1,0,1,119,120,0.83
January 31 2019,Deschutes,OR,Passenger,2,0,2,152,154,1.30
December 31 2018,Mason,WA,Truck,0,0,0,20870,20870,0.00
January 31 2019,Saint Clair,IL,Passenger,0,1,1,166,167,0.60
December 31 2018,Island,WA,Truck,0,0,0,21762,21762,0.00
January 31 2019,Sangamon,IL,Passenger,1,0,1,8,9,11.11
December 31 2018,Kent,MI,Passenger,0,1,1,21,22,4.55
January 31 2019,Santa Barbara,CA,Passenger,1,0,1,98,99,1.01
November 30 2018,Pierce,WA,Passenger,1683,1435,3118,549089,552207,0.56
December 31 2018,King,WA,Passenger,16771,6810,23581,1398723,1422304,1.66
November 30 2018,Pierce,WA,Truck,0,0,0,143389,143389,0.00
December 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
December 31 2018,Klickitat,WA,Truck,0,0,0,8487,8487,0.00
December 31 2018,Umatilla,WA,Passenger,0,0,0,2,2,0.00
December 31 2018,Riley,KS,Passenger,1,0,1,76,77,1.30
January 31 2019,Shasta,CA,Passenger,1,0,1,45,46,2.17
January 31 2019,Garfield,WA,Truck,0,0,0,992,992,0.00
December 31 2018,Los Angeles,CA,Passenger,9,4,13,1088,1101,1.18
December 31 2018,Larimer,CO,Passenger,0,1,1,51,52,1.92
December 31 2018,Russell,AL,Passenger,1,0,1,43,44,2.27
December 31 2018,Wahkiakum,WA,Truck,0,0,0,1771,1771,0.00
January 31 2019,Snohomish,WA,Passenger,3232,1589,4821,537597,542418,0.89
January 31 2019,Goochland,VA,Passenger,0,1,1,200,201,0.50
December 31 2018,Walla Walla,WA,Passenger,42,53,95,36826,36921,0.26
December 31 2018,Manassas City,VA,Passenger,0,1,1,8,9,11.11
January 31 2019,Spokane,WA,Truck,1,0,1,97348,97349,0.00
December 31 2018,Lewis,WA,Passenger,100,85,185,59585,59770,0.31
November 30 2018,Riverside,CA,Passenger,1,2,3,672,675,0.44
December 31 2018,Norfolk City,VA,Passenger,3,2,5,359,364,1.37
January 31 2019,Stevens,WA,Passenger,20,31,51,32739,32790,0.16
December 31 2018,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
December 31 2018,San Juan,WA,Passenger,186,72,258,14571,14829,1.74
November 30 2018,Saint Clair,IL,Passenger,0,1,1,165,166,0.60
December 31 2018,Nueces,TX,Passenger,1,1,2,99,101,1.98
December 31 2018,San Mateo,CA,Passenger,2,1,3,131,134,2.24
December 31 2018,Orange,CA,Passenger,5,2,7,561,568,1.23
January 31 2019,Thurston,WA,Passenger,860,627,1487,199363,200850,0.74
November 30 2018,Saint Marys,MD,Passenger,1,0,1,208,209,0.48
November 30 2018,San Juan,WA,Passenger,178,71,249,14551,14800,1.68
December 31 2018,Montgomery,MD,Passenger,1,3,4,281,285,1.40
December 31 2018,Snohomish,WA,Truck,1,0,1,125931,125932,0.00
January 31 2019,Adams,WA,Passenger,5,6,11,13139,13150,0.08
December 31 2018,Multnomah,OR,Passenger,3,5,8,748,756,1.06
January 31 2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
November 30 2018,Santa Clara,CA,Passenger,8,1,9,364,373,2.41
January 31 2019,Albemarle,VA,Passenger,1,0,1,28,29,3.45
December 31 2018,Stevens,WA,Truck,0,0,0,19563,19563,0.00
January 31 2019,Kern,CA,Passenger,0,1,1,239,240,0.42
December 31 2018,Okanogan,,Passenger,15,16,31,20603,20634,0.15
December 31 2018,Montgomery,TX,Passenger,1,0,1,50,51,1.96
December 31 2018,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2019,Kitsap,WA,Passenger,1061,578,1639,183189,184828,0.89
December 31 2018,Thurston,WA,Truck,0,0,0,56316,56316,0.00
December 31 2018,Pacific,WA,Passenger,33,26,59,16117,16176,0.36
January 31 2019,Benton,WA,Passenger,248,252,500,135794,136294,0.37
December 31 2018,Oklahoma,OK,Passenger,0,1,1,117,118,0.85
November 30 2018,Thurston,WA,Truck,0,0,0,56347,56347,0.00
November 30 2018,Tulsa,OK,Passenger,0,1,1,43,44,2.27
January 31 2019,Lewis,WA,Passenger,102,89,191,59647,59838,0.32
January 31 2019,Bucks,PA,Passenger,1,0,1,17,18,5.56
January 31 2019,Lincoln,WA,Passenger,4,6,10,7992,8002,0.12
December 31 2018,Pierce,WA,Passenger,1723,1472,3195,549651,552846,0.58
December 31 2018,Pima,AZ,Passenger,0,1,1,382,383,0.26
November 30 2018,Volusia,FL,Passenger,0,1,1,31,32,3.12
December 31 2018,Washington,OR,Passenger,0,1,1,443,444,0.23
December 31 2018,Polk,FL,Passenger,1,0,1,62,63,1.59
December 31 2018,Santa Barbara,CA,Passenger,1,0,1,99,100,1.00
December 31 2018,Whitman,WA,Truck,0,0,0,8817,8817,0.00
December 31 2018,Santa Rosa,FL,Passenger,1,0,1,83,84,1.19
January 31 2019,Lumpkin,GA,Passenger,1,0,1,8,9,11.11
February 28 2019,Benton,WA,Truck,0,0,0,42874,42874,0.00
December 31 2018,Prince William,VA,Passenger,0,4,4,258,262,1.53
December 31 2018,Ramsey,MN,Passenger,1,0,1,38,39,2.56
January 31 2019,Manassas City,VA,Passenger,0,1,1,8,9,11.11
January 31 2019,,CA,Passenger,1,2,3,261,264,1.14
January 31 2019,Clallam,WA,Passenger,161,135,296,51356,51652,0.57
December 31 2018,Riverside,CA,Passenger,1,2,3,665,668,0.45
January 31 2019,Mason,WA,Truck,0,0,0,20904,20904,0.00
January 31 2019,Clark,NV,Passenger,2,1,3,688,691,0.43
February 28 2019,Caddo,LA,Passenger,1,1,2,22,24,8.33
December 31 2018,Albemarle,VA,Passenger,1,0,1,29,30,3.33
January 31 2019,Columbia,WA,Truck,0,0,0,1602,1602,0.00
December 31 2018,Saint Clair,IL,Passenger,0,1,1,164,165,0.61
January 31 2019,Arlington,VA,Passenger,1,2,3,154,157,1.91
December 31 2018,Saint Lucie,FL,Passenger,1,0,1,26,27,3.70
December 31 2018,San Francisco,CA,Passenger,2,1,3,106,109,2.75
December 31 2018,Asotin,WA,Truck,0,0,0,6859,6859,0.00
January 31 2019,Benton,WA,Truck,0,0,0,42912,42912,0.00
December 31 2018,Sangamon,IL,Passenger,1,0,1,9,10,10.00
January 31 2019,Dakota,MN,Passenger,0,1,1,29,30,3.33
February 28 2019,Cascade,MT,Passenger,0,1,1,56,57,1.75
January 31 2019,Dale,AL,Passenger,0,1,1,65,66,1.52
December 31 2018,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
January 31 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2019,Okanogan,WA,Passenger,3,7,10,6276,6286,0.16
February 28 2019,Charles,MD,Passenger,0,1,1,76,77,1.30
December 31 2018,Skamania,WA,Truck,0,0,0,4193,4193,0.00
January 31 2019,Oldham,KY,Passenger,0,1,1,4,5,20.00
December 31 2018,Broward,FL,Passenger,1,1,2,125,127,1.57
February 28 2019,Chaves,NM,Passenger,1,0,1,7,8,12.50
December 31 2018,Spokane,WA,Passenger,477,402,879,314389,315268,0.28
January 31 2019,Orange,CA,Passenger,4,2,6,560,566,1.06
December 31 2018,Skagit,WA,Truck,1,0,1,33299,33300,0.00
December 31 2018,Spokane,WA,Truck,1,0,1,97134,97135,0.00
December 31 2018,Caddo,LA,Passenger,1,1,2,21,23,8.70
December 31 2018,Carson City,NV,Passenger,1,0,1,11,12,8.33
January 31 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
February 28 2019,Clallam,WA,Truck,0,0,0,22172,22172,0.00
January 31 2019,Pierce,WA,Passenger,1802,1523,3325,550602,553927,0.60
February 28 2019,Clark,WA,Passenger,1446,907,2353,317868,320221,0.73
December 31 2018,Twin Falls,ID,Passenger,0,1,1,21,22,4.55
December 31 2018,Yakima,WA,Passenger,92,108,200,169403,169603,0.12
December 31 2018,Tarrant,TX,Passenger,1,0,1,188,189,0.53
January 31 2019,Charles,MD,Passenger,0,1,1,77,78,1.28
December 31 2018,Thurston,WA,Passenger,828,608,1436,198929,200365,0.72
January 31 2019,Allegheny,PA,Passenger,1,0,1,76,77,1.30
December 31 2018,Volusia,FL,Passenger,0,1,1,32,33,3.03
January 31 2019,Clallam,WA,Truck,0,0,0,22232,22232,0.00
December 31 2018,Umatilla,WA,Truck,0,0,0,2,2,0.00
December 31 2018,Cook,IL,Passenger,1,0,1,237,238,0.42
December 31 2018,Ventura,CA,Passenger,0,2,2,325,327,0.61
December 31 2018,Cumberland,NC,Passenger,0,1,1,548,549,0.18
December 31 2018,Walla Walla,WA,Truck,0,0,0,14004,14004,0.00
January 31 2019,Howard,MD,Passenger,0,1,1,98,99,1.01
December 31 2018,Washoe,NV,Passenger,2,0,2,96,98,2.04
January 31 2019,Riley,KS,Passenger,1,0,1,76,77,1.30
January 31 2019,Cumberland,NC,Passenger,0,2,2,545,547,0.37
February 28 2019,Douglas,WA,Truck,0,0,0,12522,12522,0.00
January 31 2019,Jefferson,CO,Passenger,0,2,2,66,68,2.94
December 31 2018,Whatcom,WA,Truck,2,0,2,43855,43857,0.00
January 31 2019,Calvert,MD,Passenger,0,1,1,95,96,1.04
February 28 2019,Franklin,WA,Truck,0,0,0,19799,19799,0.00
January 31 2019,,,Passenger,9,6,15,2178,2193,0.68
January 31 2019,Santa Rosa,FL,Passenger,1,0,1,85,86,1.16
January 31 2019,Adams,WA,Truck,0,0,0,5387,5387,0.00
February 28 2019,Fresno,CA,Passenger,1,0,1,183,184,0.54
February 28 2019,Gallatin,MT,Passenger,0,1,1,54,55,1.82
January 31 2019,Alexandria City,VA,Passenger,4,0,4,162,166,2.41
January 31 2019,Anne Arundel,MD,Passenger,0,3,3,457,460,0.65
January 31 2019,Chelan,WA,Passenger,141,65,206,55502,55708,0.37
January 31 2019,Asotin,WA,Passenger,13,10,23,13021,13044,0.18
January 31 2019,Asotin,WA,Truck,0,0,0,6872,6872,0.00
December 31 2018,Garfield,WA,Passenger,1,1,2,1358,1360,0.15
January 31 2019,Glacier,MT,Passenger,0,1,1,3,4,25.00
January 31 2019,Clark,WA,Truck,0,0,0,82327,82327,0.00
January 31 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
December 31 2018,Glacier,MT,Passenger,0,1,1,3,4,25.00
January 31 2019,Grays Harbor,WA,Passenger,78,81,159,48405,48564,0.33
January 31 2019,Thurston,WA,Truck,0,0,0,56382,56382,0.00
December 31 2018,Guilford,NC,Passenger,1,0,1,24,25,4.00
January 31 2019,Marion,OR,Passenger,1,0,1,108,109,0.92
January 31 2019,Cowlitz,WA,Passenger,91,111,202,73923,74125,0.27
February 28 2019,Jefferson,NY,Passenger,0,2,2,241,243,0.82
January 31 2019,Broward,FL,Passenger,1,1,2,125,127,1.57
January 31 2019,Hardin,KY,Passenger,0,1,1,105,106,0.94
February 28 2019,Klickitat,WA,Passenger,34,33,67,15826,15893,0.42
January 31 2019,Caddo,LA,Passenger,1,1,2,21,23,8.70
January 31 2019,Dekalb,GA,Passenger,1,0,1,74,75,1.33
January 31 2019,Douglas,WA,Passenger,52,34,86,28609,28695,0.30
January 31 2019,Multnomah,OR,Passenger,3,5,8,751,759,1.05
January 31 2019,Douglas,WA,Truck,0,0,0,12530,12530,0.00
January 31 2019,Dupage,IL,Passenger,1,0,1,55,56,1.79
January 31 2019,Nassau,NY,Passenger,2,0,2,31,33,6.06
January 31 2019,Jefferson,NY,Passenger,0,1,1,248,249,0.40
January 31 2019,Columbia,GA,Passenger,1,1,2,156,158,1.27
January 31 2019,Contra Costa,CA,Passenger,1,0,1,208,209,0.48
January 31 2019,Fairfax,VA,Passenger,4,3,7,792,799,0.88
January 31 2019,Kittitas,WA,Truck,0,0,0,14761,14761,0.00
January 31 2019,Klickitat,WA,Truck,0,0,0,8506,8506,0.00
January 31 2019,Cook,IL,Passenger,1,0,1,233,234,0.43
February 28 2019,Beaufort,SC,Passenger,1,0,1,31,32,3.12
January 31 2019,Larimer,CO,Passenger,0,1,1,50,51,1.96
January 31 2019,Pierce,WA,Truck,0,0,0,143573,143573,0.00
December 31 2018,Mason,WA,Passenger,129,112,241,47509,47750,0.50
February 28 2019,Moore,NC,Passenger,0,1,1,185,186,0.54
January 31 2019,Grant,WA,Passenger,36,58,94,66157,66251,0.14
January 31 2019,Gwinnett,GA,Passenger,0,1,1,76,77,1.30
January 31 2019,El Paso,CO,Passenger,1,1,2,747,749,0.27
January 31 2019,Riverside,CA,Passenger,1,2,3,656,659,0.46
December 31 2018,Miami-Dade,FL,Passenger,0,1,1,117,118,0.85
January 31 2019,Hennepin,MN,Passenger,2,0,2,100,102,1.96
February 28 2019,Bucks,PA,Passenger,1,0,1,18,19,5.26
February 28 2019,Pacific,WA,Truck,0,0,0,7847,7847,0.00
December 31 2018,Montgomery,AL,Passenger,0,1,1,45,46,2.17
January 31 2019,Ferry,WA,Passenger,3,2,5,4581,4586,0.11
February 28 2019,Pima,AZ,Passenger,0,1,1,384,385,0.26
January 31 2019,Ferry,WA,Truck,0,0,0,3775,3775,0.00
January 31 2019,Frederick,MD,Passenger,0,1,1,87,88,1.14
December 31 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
January 31 2019,Saint Lucie,FL,Passenger,1,0,1,26,27,3.70
February 28 2019,Polk,FL,Passenger,1,0,1,64,65,1.54
January 31 2019,Island,WA,Passenger,302,241,543,64415,64958,0.84
January 31 2019,Island,WA,Truck,0,0,0,21795,21795,0.00
January 31 2019,Franklin,WA,Truck,0,0,0,19803,19803,0.00
January 31 2019,San Juan,WA,Truck,0,0,0,5995,5995,0.00
January 31 2019,Garfield,OK,Passenger,1,0,1,14,15,6.67
January 31 2019,Fresno,CA,Passenger,1,0,1,184,185,0.54
January 31 2019,Jackson,OK,Passenger,1,0,1,42,43,2.33
February 28 2019,Camden,GA,Passenger,0,1,1,160,161,0.62
January 31 2019,Gallatin,MT,Passenger,0,1,1,55,56,1.79
January 31 2019,Santa Clara,CA,Passenger,8,1,9,358,367,2.45
February 28 2019,Russell,AL,Passenger,1,0,1,40,41,2.44
January 31 2019,Jefferson,WA,Truck,0,0,0,9863,9863,0.00
January 31 2019,Guilford,NC,Passenger,1,0,1,24,25,4.00
January 31 2019,Oklahoma,OK,Passenger,0,1,1,117,118,0.85
January 31 2019,Juneau,AK,Passenger,0,1,1,37,38,2.63
January 31 2019,Harris,TX,Passenger,0,1,1,238,239,0.42
January 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
December 31 2018,Pend Oreille,WA,Passenger,6,5,11,9886,9897,0.11
February 28 2019,San Juan,WA,Passenger,197,72,269,14625,14894,1.81
February 28 2019,San Mateo,CA,Passenger,2,1,3,126,129,2.33
January 31 2019,Kent,DE,Passenger,0,1,1,74,75,1.33
January 31 2019,Pend Oreille,WA,Passenger,6,5,11,9888,9899,0.11
January 31 2019,Honolulu,HI,Passenger,2,1,3,497,500,0.60
January 31 2019,Kitsap,WA,Truck,1,0,1,55140,55141,0.00
February 28 2019,Columbia,GA,Passenger,1,1,2,156,158,1.27
February 28 2019,Skamania,WA,Passenger,22,15,37,8988,9025,0.41
February 28 2019,Columbia,WA,Passenger,2,2,4,2489,2493,0.16
January 31 2019,Volusia,FL,Passenger,0,1,1,32,33,3.03
January 31 2019,Kootenai,ID,Passenger,1,1,2,196,198,1.01
February 28 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2019,Williamson,TX,Passenger,1,0,1,128,129,0.78
December 31 2018,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
February 28 2019,District Of Columbia,DC,Passenger,1,2,3,208,211,1.42
February 28 2019,Thurston,WA,Truck,0,0,0,56377,56377,0.00
February 28 2019,Adams,WA,Truck,0,0,0,5358,5358,0.00
January 31 2019,Lincoln,WA,Truck,0,0,0,4811,4811,0.00
February 28 2019,Douglas,NE,Passenger,0,1,1,65,66,1.52
February 28 2019,Allegheny,PA,Passenger,1,0,1,76,77,1.30
January 31 2019,Los Angeles,CA,Passenger,9,4,13,1079,1092,1.19
February 28 2019,Valencia,NM,Passenger,1,0,1,7,8,12.50
February 28 2019,Arlington,VA,Passenger,1,2,3,154,157,1.91
February 28 2019,Ferry,WA,Passenger,3,2,5,4575,4580,0.11
February 28 2019,Wahkiakum,WA,Passenger,2,2,4,3072,3076,0.13
December 31 2018,Stevens,WA,Passenger,18,30,48,32706,32754,0.15
January 31 2019,Liberty,GA,Passenger,1,0,1,150,151,0.66
January 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
December 31 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February 28 2019,Whatcom,WA,Passenger,841,399,1240,152257,153497,0.81
January 31 2019,Madison,ID,Passenger,1,0,1,35,36,2.78
February 28 2019,Whitman,WA,Truck,0,0,0,8768,8768,0.00
February 28 2019,Grays Harbor,WA,Truck,0,0,0,20922,20922,0.00
January 31 2019,Maricopa,AZ,Passenger,5,2,7,1385,1392,0.50
January 31 2019,Montgomery,MD,Passenger,1,3,4,281,285,1.40
February 28 2019,Guadalupe,TX,Passenger,2,0,2,65,67,2.99
January 31 2019,Marion,IN,Passenger,1,0,1,120,121,0.83
February 28 2019,Yakima,WA,Passenger,96,110,206,169137,169343,0.12
January 31 2019,Travis,TX,Passenger,1,1,2,186,188,1.06
January 31 2019,Mason,WA,Passenger,131,117,248,47695,47943,0.52
